order_id,order_date,marketplace,sku,product_name,qty,selling_price,cost_price,commission_percent,shipping_cost,revenue,product_cost,commission_cost,shipping_total,profit
ORD00354,2026-03-16,Amazon,VV017,"VibeVastr Tee 17",2,899.00,335.00,18.00,65.00,1798.00,670.00,323.64000000,130.00,674.36000000
ORD00355,2026-03-05,Flipkart,VV013,"VibeVastr Tee 13",1,799.00,331.00,20.00,70.00,799.00,331.00,159.80000000,70.00,238.20000000
ORD00356,2026-01-04,Meesho,VV017,"VibeVastr Tee 17",2,899.00,335.00,15.00,55.00,1798.00,670.00,269.70000000,110.00,748.30000000
ORD00357,2026-03-12,Meesho,VV004,"VibeVastr Tee 4",2,899.00,400.00,15.00,55.00,1798.00,800.00,269.70000000,110.00,618.30000000
ORD00358,2026-06-28,Flipkart,VV026,"VibeVastr Tee 26",2,899.00,275.00,20.00,70.00,1798.00,550.00,359.60000000,140.00,748.40000000
ORD00359,2026-06-05,Meesho,VV030,"VibeVastr Tee 30",1,899.00,330.00,15.00,55.00,899.00,330.00,134.85000000,55.00,379.15000000
ORD00360,2026-01-17,Meesho,VV023,"VibeVastr Tee 23",2,899.00,306.00,15.00,55.00,1798.00,612.00,269.70000000,110.00,806.30000000
ORD00361,2026-05-15,Amazon,VV012,"VibeVastr Tee 12",1,699.00,341.00,18.00,65.00,699.00,341.00,125.82000000,65.00,167.18000000
ORD00362,2026-06-07,Meesho,VV012,"VibeVastr Tee 12",1,699.00,341.00,15.00,55.00,699.00,341.00,104.85000000,55.00,198.15000000
ORD00363,2026-06-04,Amazon,VV005,"VibeVastr Tee 5",2,899.00,446.00,18.00,65.00,1798.00,892.00,323.64000000,130.00,452.36000000
ORD00364,2026-06-01,Flipkart,VV010,"VibeVastr Tee 10",3,899.00,385.00,20.00,70.00,2697.00,1155.00,539.40000000,210.00,792.60000000
ORD00365,2026-06-27,Flipkart,VV012,"VibeVastr Tee 12",3,699.00,341.00,20.00,70.00,2097.00,1023.00,419.40000000,210.00,444.60000000
ORD00366,2026-02-17,Amazon,VV023,"VibeVastr Tee 23",1,899.00,306.00,18.00,65.00,899.00,306.00,161.82000000,65.00,366.18000000
ORD00367,2026-01-16,Amazon,VV009,"VibeVastr Tee 9",3,899.00,267.00,18.00,65.00,2697.00,801.00,485.46000000,195.00,1215.54000000
ORD00368,2026-03-31,Meesho,VV010,"VibeVastr Tee 10",2,899.00,385.00,15.00,55.00,1798.00,770.00,269.70000000,110.00,648.30000000
ORD00369,2026-02-27,Amazon,VV004,"VibeVastr Tee 4",2,899.00,400.00,18.00,65.00,1798.00,800.00,323.64000000,130.00,544.36000000
ORD00370,2026-06-09,Meesho,VV024,"VibeVastr Tee 24",2,899.00,252.00,15.00,55.00,1798.00,504.00,269.70000000,110.00,914.30000000
ORD00371,2026-02-01,Amazon,VV019,"VibeVastr Tee 19",3,799.00,340.00,18.00,65.00,2397.00,1020.00,431.46000000,195.00,750.54000000
ORD00372,2026-02-11,Amazon,VV013,"VibeVastr Tee 13",2,799.00,331.00,18.00,65.00,1598.00,662.00,287.64000000,130.00,518.36000000
ORD00373,2026-04-09,Flipkart,VV003,"VibeVastr Tee 3",2,999.00,284.00,20.00,70.00,1998.00,568.00,399.60000000,140.00,890.40000000
ORD00374,2026-05-08,Flipkart,VV012,"VibeVastr Tee 12",2,699.00,341.00,20.00,70.00,1398.00,682.00,279.60000000,140.00,296.40000000
ORD00375,2026-06-10,Flipkart,VV026,"VibeVastr Tee 26",1,899.00,275.00,20.00,70.00,899.00,275.00,179.80000000,70.00,374.20000000
ORD00376,2026-05-20,Flipkart,VV016,"VibeVastr Tee 16",1,799.00,287.00,20.00,70.00,799.00,287.00,159.80000000,70.00,282.20000000
ORD00377,2026-03-28,Flipkart,VV006,"VibeVastr Tee 6",1,999.00,358.00,20.00,70.00,999.00,358.00,199.80000000,70.00,371.20000000
ORD00378,2026-04-22,Meesho,VV021,"VibeVastr Tee 21",3,899.00,260.00,15.00,55.00,2697.00,780.00,404.55000000,165.00,1347.45000000
ORD00379,2026-06-21,Amazon,VV020,"VibeVastr Tee 20",3,799.00,424.00,18.00,65.00,2397.00,1272.00,431.46000000,195.00,498.54000000
ORD00380,2026-04-10,Amazon,VV023,"VibeVastr Tee 23",3,899.00,306.00,18.00,65.00,2697.00,918.00,485.46000000,195.00,1098.54000000
ORD00381,2026-03-14,Flipkart,VV003,"VibeVastr Tee 3",3,999.00,284.00,20.00,70.00,2997.00,852.00,599.40000000,210.00,1335.60000000
ORD00382,2026-02-17,Flipkart,VV001,"VibeVastr Tee 1",2,799.00,320.00,20.00,70.00,1598.00,640.00,319.60000000,140.00,498.40000000
ORD00383,2026-06-26,Flipkart,VV006,"VibeVastr Tee 6",1,999.00,358.00,20.00,70.00,999.00,358.00,199.80000000,70.00,371.20000000
ORD00384,2026-04-30,Amazon,VV027,"VibeVastr Tee 27",1,699.00,366.00,18.00,65.00,699.00,366.00,125.82000000,65.00,142.18000000
ORD00385,2026-06-02,Amazon,VV021,"VibeVastr Tee 21",3,899.00,260.00,18.00,65.00,2697.00,780.00,485.46000000,195.00,1236.54000000
ORD00386,2026-06-03,Flipkart,VV022,"VibeVastr Tee 22",3,899.00,385.00,20.00,70.00,2697.00,1155.00,539.40000000,210.00,792.60000000
ORD00387,2026-05-30,Flipkart,VV007,"VibeVastr Tee 7",1,699.00,363.00,20.00,70.00,699.00,363.00,139.80000000,70.00,126.20000000
ORD00388,2026-06-22,Amazon,VV020,"VibeVastr Tee 20",3,799.00,424.00,18.00,65.00,2397.00,1272.00,431.46000000,195.00,498.54000000
ORD00389,2026-01-24,Meesho,VV016,"VibeVastr Tee 16",2,799.00,287.00,15.00,55.00,1598.00,574.00,239.70000000,110.00,674.30000000
ORD00390,2026-02-07,Amazon,VV021,"VibeVastr Tee 21",1,899.00,260.00,18.00,65.00,899.00,260.00,161.82000000,65.00,412.18000000
ORD00391,2026-06-04,Meesho,VV019,"VibeVastr Tee 19",2,799.00,340.00,15.00,55.00,1598.00,680.00,239.70000000,110.00,568.30000000
ORD00392,2026-02-13,Amazon,VV015,"VibeVastr Tee 15",1,899.00,373.00,18.00,65.00,899.00,373.00,161.82000000,65.00,299.18000000
ORD00393,2026-05-18,Meesho,VV008,"VibeVastr Tee 8",3,799.00,371.00,15.00,55.00,2397.00,1113.00,359.55000000,165.00,759.45000000
ORD00394,2026-06-11,Flipkart,VV015,"VibeVastr Tee 15",1,899.00,373.00,20.00,70.00,899.00,373.00,179.80000000,70.00,276.20000000
ORD00395,2026-01-09,Amazon,VV015,"VibeVastr Tee 15",2,899.00,373.00,18.00,65.00,1798.00,746.00,323.64000000,130.00,598.36000000
ORD00396,2026-05-23,Amazon,VV020,"VibeVastr Tee 20",3,799.00,424.00,18.00,65.00,2397.00,1272.00,431.46000000,195.00,498.54000000
ORD00397,2026-05-22,Amazon,VV005,"VibeVastr Tee 5",1,899.00,446.00,18.00,65.00,899.00,446.00,161.82000000,65.00,226.18000000
ORD00398,2026-02-13,Flipkart,VV023,"VibeVastr Tee 23",1,899.00,306.00,20.00,70.00,899.00,306.00,179.80000000,70.00,343.20000000
ORD00399,2026-06-12,Meesho,VV016,"VibeVastr Tee 16",3,799.00,287.00,15.00,55.00,2397.00,861.00,359.55000000,165.00,1011.45000000
ORD00400,2026-05-03,Flipkart,VV015,"VibeVastr Tee 15",2,899.00,373.00,20.00,70.00,1798.00,746.00,359.60000000,140.00,552.40000000
ORD00401,2026-04-28,Flipkart,VV005,"VibeVastr Tee 5",3,899.00,446.00,20.00,70.00,2697.00,1338.00,539.40000000,210.00,609.60000000
ORD00402,2026-01-29,Meesho,VV017,"VibeVastr Tee 17",3,899.00,335.00,15.00,55.00,2697.00,1005.00,404.55000000,165.00,1122.45000000
ORD00403,2026-03-16,Amazon,VV023,"VibeVastr Tee 23",2,899.00,306.00,18.00,65.00,1798.00,612.00,323.64000000,130.00,732.36000000
ORD00404,2026-06-09,Amazon,VV018,"VibeVastr Tee 18",2,899.00,335.00,18.00,65.00,1798.00,670.00,323.64000000,130.00,674.36000000
ORD00405,2026-06-26,Flipkart,VV009,"VibeVastr Tee 9",2,899.00,267.00,20.00,70.00,1798.00,534.00,359.60000000,140.00,764.40000000
ORD00406,2026-02-09,Flipkart,VV002,"VibeVastr Tee 2",1,899.00,347.00,20.00,70.00,899.00,347.00,179.80000000,70.00,302.20000000
ORD00407,2026-05-19,Flipkart,VV028,"VibeVastr Tee 28",2,999.00,420.00,20.00,70.00,1998.00,840.00,399.60000000,140.00,618.40000000
ORD00408,2026-03-18,Meesho,VV030,"VibeVastr Tee 30",3,899.00,330.00,15.00,55.00,2697.00,990.00,404.55000000,165.00,1137.45000000
ORD00409,2026-05-16,Meesho,VV001,"VibeVastr Tee 1",3,799.00,320.00,15.00,55.00,2397.00,960.00,359.55000000,165.00,912.45000000
ORD00410,2026-02-17,Amazon,VV014,"VibeVastr Tee 14",2,799.00,392.00,18.00,65.00,1598.00,784.00,287.64000000,130.00,396.36000000
ORD00411,2026-05-20,Flipkart,VV010,"VibeVastr Tee 10",3,899.00,385.00,20.00,70.00,2697.00,1155.00,539.40000000,210.00,792.60000000
ORD00412,2026-01-14,Flipkart,VV018,"VibeVastr Tee 18",2,899.00,335.00,20.00,70.00,1798.00,670.00,359.60000000,140.00,628.40000000
ORD00413,2026-05-02,Flipkart,VV019,"VibeVastr Tee 19",2,799.00,340.00,20.00,70.00,1598.00,680.00,319.60000000,140.00,458.40000000
ORD00414,2026-03-26,Flipkart,VV016,"VibeVastr Tee 16",1,799.00,287.00,20.00,70.00,799.00,287.00,159.80000000,70.00,282.20000000
ORD00415,2026-03-01,Amazon,VV012,"VibeVastr Tee 12",3,699.00,341.00,18.00,65.00,2097.00,1023.00,377.46000000,195.00,501.54000000
ORD00416,2026-06-05,Flipkart,VV017,"VibeVastr Tee 17",1,899.00,335.00,20.00,70.00,899.00,335.00,179.80000000,70.00,314.20000000
ORD00417,2026-05-03,Meesho,VV024,"VibeVastr Tee 24",1,899.00,252.00,15.00,55.00,899.00,252.00,134.85000000,55.00,457.15000000
ORD00418,2026-03-30,Meesho,VV008,"VibeVastr Tee 8",2,799.00,371.00,15.00,55.00,1598.00,742.00,239.70000000,110.00,506.30000000
ORD00419,2026-02-09,Flipkart,VV021,"VibeVastr Tee 21",1,899.00,260.00,20.00,70.00,899.00,260.00,179.80000000,70.00,389.20000000
ORD00420,2026-05-02,Meesho,VV018,"VibeVastr Tee 18",1,899.00,335.00,15.00,55.00,899.00,335.00,134.85000000,55.00,374.15000000
ORD00421,2026-03-28,Amazon,VV012,"VibeVastr Tee 12",3,699.00,341.00,18.00,65.00,2097.00,1023.00,377.46000000,195.00,501.54000000
ORD00422,2026-04-24,Flipkart,VV016,"VibeVastr Tee 16",2,799.00,287.00,20.00,70.00,1598.00,574.00,319.60000000,140.00,564.40000000
ORD00423,2026-02-21,Flipkart,VV004,"VibeVastr Tee 4",1,899.00,400.00,20.00,70.00,899.00,400.00,179.80000000,70.00,249.20000000
ORD00424,2026-04-15,Amazon,VV001,"VibeVastr Tee 1",3,799.00,320.00,18.00,65.00,2397.00,960.00,431.46000000,195.00,810.54000000
ORD00425,2026-05-31,Amazon,VV008,"VibeVastr Tee 8",3,799.00,371.00,18.00,65.00,2397.00,1113.00,431.46000000,195.00,657.54000000
ORD00426,2026-04-23,Flipkart,VV014,"VibeVastr Tee 14",3,799.00,392.00,20.00,70.00,2397.00,1176.00,479.40000000,210.00,531.60000000
ORD00427,2026-06-27,Meesho,VV020,"VibeVastr Tee 20",1,799.00,424.00,15.00,55.00,799.00,424.00,119.85000000,55.00,200.15000000
ORD00428,2026-01-11,Meesho,VV020,"VibeVastr Tee 20",2,799.00,424.00,15.00,55.00,1598.00,848.00,239.70000000,110.00,400.30000000
ORD00429,2026-06-08,Flipkart,VV026,"VibeVastr Tee 26",1,899.00,275.00,20.00,70.00,899.00,275.00,179.80000000,70.00,374.20000000
ORD00430,2026-01-22,Meesho,VV018,"VibeVastr Tee 18",3,899.00,335.00,15.00,55.00,2697.00,1005.00,404.55000000,165.00,1122.45000000
ORD00431,2026-04-15,Amazon,VV030,"VibeVastr Tee 30",1,899.00,330.00,18.00,65.00,899.00,330.00,161.82000000,65.00,342.18000000
ORD00432,2026-04-12,Flipkart,VV006,"VibeVastr Tee 6",3,999.00,358.00,20.00,70.00,2997.00,1074.00,599.40000000,210.00,1113.60000000
ORD00433,2026-03-03,Flipkart,VV013,"VibeVastr Tee 13",3,799.00,331.00,20.00,70.00,2397.00,993.00,479.40000000,210.00,714.60000000
ORD00434,2026-02-04,Amazon,VV026,"VibeVastr Tee 26",3,899.00,275.00,18.00,65.00,2697.00,825.00,485.46000000,195.00,1191.54000000
ORD00435,2026-05-19,Amazon,VV023,"VibeVastr Tee 23",1,899.00,306.00,18.00,65.00,899.00,306.00,161.82000000,65.00,366.18000000
ORD00436,2026-02-09,Flipkart,VV003,"VibeVastr Tee 3",1,999.00,284.00,20.00,70.00,999.00,284.00,199.80000000,70.00,445.20000000
ORD00437,2026-04-27,Amazon,VV007,"VibeVastr Tee 7",2,699.00,363.00,18.00,65.00,1398.00,726.00,251.64000000,130.00,290.36000000
ORD00438,2026-03-11,Meesho,VV016,"VibeVastr Tee 16",2,799.00,287.00,15.00,55.00,1598.00,574.00,239.70000000,110.00,674.30000000
ORD00439,2026-02-21,Flipkart,VV028,"VibeVastr Tee 28",3,999.00,420.00,20.00,70.00,2997.00,1260.00,599.40000000,210.00,927.60000000
ORD00440,2026-06-21,Amazon,VV018,"VibeVastr Tee 18",3,899.00,335.00,18.00,65.00,2697.00,1005.00,485.46000000,195.00,1011.54000000
ORD00441,2026-05-08,Amazon,VV012,"VibeVastr Tee 12",2,699.00,341.00,18.00,65.00,1398.00,682.00,251.64000000,130.00,334.36000000
ORD00442,2026-05-08,Amazon,VV003,"VibeVastr Tee 3",2,999.00,284.00,18.00,65.00,1998.00,568.00,359.64000000,130.00,940.36000000
ORD00443,2026-02-25,Amazon,VV016,"VibeVastr Tee 16",1,799.00,287.00,18.00,65.00,799.00,287.00,143.82000000,65.00,303.18000000
ORD00444,2026-06-01,Amazon,VV007,"VibeVastr Tee 7",1,699.00,363.00,18.00,65.00,699.00,363.00,125.82000000,65.00,145.18000000
ORD00445,2026-03-30,Meesho,VV012,"VibeVastr Tee 12",2,699.00,341.00,15.00,55.00,1398.00,682.00,209.70000000,110.00,396.30000000
ORD00446,2026-02-18,Meesho,VV002,"VibeVastr Tee 2",3,899.00,347.00,15.00,55.00,2697.00,1041.00,404.55000000,165.00,1086.45000000
ORD00447,2026-03-02,Meesho,VV010,"VibeVastr Tee 10",3,899.00,385.00,15.00,55.00,2697.00,1155.00,404.55000000,165.00,972.45000000
ORD00448,2026-01-20,Amazon,VV024,"VibeVastr Tee 24",3,899.00,252.00,18.00,65.00,2697.00,756.00,485.46000000,195.00,1260.54000000
ORD00449,2026-06-06,Meesho,VV007,"VibeVastr Tee 7",1,699.00,363.00,15.00,55.00,699.00,363.00,104.85000000,55.00,176.15000000
ORD00450,2026-03-29,Flipkart,VV023,"VibeVastr Tee 23",3,899.00,306.00,20.00,70.00,2697.00,918.00,539.40000000,210.00,1029.60000000
ORD00451,2026-05-22,Amazon,VV008,"VibeVastr Tee 8",3,799.00,371.00,18.00,65.00,2397.00,1113.00,431.46000000,195.00,657.54000000
ORD00452,2026-02-18,Flipkart,VV023,"VibeVastr Tee 23",2,899.00,306.00,20.00,70.00,1798.00,612.00,359.60000000,140.00,686.40000000
ORD00453,2026-05-12,Amazon,VV002,"VibeVastr Tee 2",3,899.00,347.00,18.00,65.00,2697.00,1041.00,485.46000000,195.00,975.54000000
ORD00454,2026-06-21,Flipkart,VV023,"VibeVastr Tee 23",1,899.00,306.00,20.00,70.00,899.00,306.00,179.80000000,70.00,343.20000000
ORD00455,2026-05-24,Flipkart,VV014,"VibeVastr Tee 14",3,799.00,392.00,20.00,70.00,2397.00,1176.00,479.40000000,210.00,531.60000000
ORD00456,2026-06-04,Meesho,VV011,"VibeVastr Tee 11",3,799.00,441.00,15.00,55.00,2397.00,1323.00,359.55000000,165.00,549.45000000
ORD00457,2026-05-18,Amazon,VV018,"VibeVastr Tee 18",3,899.00,335.00,18.00,65.00,2697.00,1005.00,485.46000000,195.00,1011.54000000
ORD00458,2026-05-08,Amazon,VV011,"VibeVastr Tee 11",1,799.00,441.00,18.00,65.00,799.00,441.00,143.82000000,65.00,149.18000000
ORD00459,2026-03-05,Amazon,VV011,"VibeVastr Tee 11",1,799.00,441.00,18.00,65.00,799.00,441.00,143.82000000,65.00,149.18000000
ORD00460,2026-04-07,Amazon,VV030,"VibeVastr Tee 30",1,899.00,330.00,18.00,65.00,899.00,330.00,161.82000000,65.00,342.18000000
ORD00461,2026-01-20,Meesho,VV019,"VibeVastr Tee 19",1,799.00,340.00,15.00,55.00,799.00,340.00,119.85000000,55.00,284.15000000
ORD00462,2026-03-19,Meesho,VV017,"VibeVastr Tee 17",1,899.00,335.00,15.00,55.00,899.00,335.00,134.85000000,55.00,374.15000000
ORD00463,2026-02-02,Meesho,VV029,"VibeVastr Tee 29",2,999.00,448.00,15.00,55.00,1998.00,896.00,299.70000000,110.00,692.30000000
ORD00464,2026-01-25,Flipkart,VV006,"VibeVastr Tee 6",2,999.00,358.00,20.00,70.00,1998.00,716.00,399.60000000,140.00,742.40000000
ORD00465,2026-05-04,Flipkart,VV029,"VibeVastr Tee 29",1,999.00,448.00,20.00,70.00,999.00,448.00,199.80000000,70.00,281.20000000
ORD00466,2026-01-14,Flipkart,VV022,"VibeVastr Tee 22",3,899.00,385.00,20.00,70.00,2697.00,1155.00,539.40000000,210.00,792.60000000
ORD00467,2026-04-19,Amazon,VV011,"VibeVastr Tee 11",1,799.00,441.00,18.00,65.00,799.00,441.00,143.82000000,65.00,149.18000000
ORD00468,2026-01-14,Meesho,VV025,"VibeVastr Tee 25",1,899.00,331.00,15.00,55.00,899.00,331.00,134.85000000,55.00,378.15000000
ORD00469,2026-04-26,Meesho,VV020,"VibeVastr Tee 20",1,799.00,424.00,15.00,55.00,799.00,424.00,119.85000000,55.00,200.15000000
ORD00470,2026-01-18,Amazon,VV021,"VibeVastr Tee 21",1,899.00,260.00,18.00,65.00,899.00,260.00,161.82000000,65.00,412.18000000
ORD00471,2026-06-09,Flipkart,VV019,"VibeVastr Tee 19",2,799.00,340.00,20.00,70.00,1598.00,680.00,319.60000000,140.00,458.40000000
ORD00472,2026-04-18,Meesho,VV029,"VibeVastr Tee 29",2,999.00,448.00,15.00,55.00,1998.00,896.00,299.70000000,110.00,692.30000000
ORD00473,2026-01-12,Meesho,VV015,"VibeVastr Tee 15",3,899.00,373.00,15.00,55.00,2697.00,1119.00,404.55000000,165.00,1008.45000000
ORD00474,2026-04-03,Flipkart,VV028,"VibeVastr Tee 28",2,999.00,420.00,20.00,70.00,1998.00,840.00,399.60000000,140.00,618.40000000
ORD00475,2026-03-15,Meesho,VV018,"VibeVastr Tee 18",1,899.00,335.00,15.00,55.00,899.00,335.00,134.85000000,55.00,374.15000000
ORD00476,2026-06-11,Amazon,VV009,"VibeVastr Tee 9",2,899.00,267.00,18.00,65.00,1798.00,534.00,323.64000000,130.00,810.36000000
ORD00477,2026-06-11,Meesho,VV004,"VibeVastr Tee 4",1,899.00,400.00,15.00,55.00,899.00,400.00,134.85000000,55.00,309.15000000
ORD00478,2026-06-05,Flipkart,VV009,"VibeVastr Tee 9",1,899.00,267.00,20.00,70.00,899.00,267.00,179.80000000,70.00,382.20000000
ORD00479,2026-03-09,Amazon,VV021,"VibeVastr Tee 21",3,899.00,260.00,18.00,65.00,2697.00,780.00,485.46000000,195.00,1236.54000000
ORD00480,2026-04-08,Meesho,VV015,"VibeVastr Tee 15",1,899.00,373.00,15.00,55.00,899.00,373.00,134.85000000,55.00,336.15000000
ORD00481,2026-06-28,Flipkart,VV012,"VibeVastr Tee 12",1,699.00,341.00,20.00,70.00,699.00,341.00,139.80000000,70.00,148.20000000
ORD00482,2026-03-06,Meesho,VV010,"VibeVastr Tee 10",1,899.00,385.00,15.00,55.00,899.00,385.00,134.85000000,55.00,324.15000000
ORD00483,2026-03-21,Flipkart,VV013,"VibeVastr Tee 13",2,799.00,331.00,20.00,70.00,1598.00,662.00,319.60000000,140.00,476.40000000
ORD00484,2026-06-02,Meesho,VV008,"VibeVastr Tee 8",3,799.00,371.00,15.00,55.00,2397.00,1113.00,359.55000000,165.00,759.45000000
ORD00485,2026-06-28,Flipkart,VV030,"VibeVastr Tee 30",3,899.00,330.00,20.00,70.00,2697.00,990.00,539.40000000,210.00,957.60000000
ORD00486,2026-01-05,Meesho,VV014,"VibeVastr Tee 14",2,799.00,392.00,15.00,55.00,1598.00,784.00,239.70000000,110.00,464.30000000
ORD00487,2026-06-19,Meesho,VV023,"VibeVastr Tee 23",3,899.00,306.00,15.00,55.00,2697.00,918.00,404.55000000,165.00,1209.45000000
ORD00488,2026-06-29,Meesho,VV016,"VibeVastr Tee 16",2,799.00,287.00,15.00,55.00,1598.00,574.00,239.70000000,110.00,674.30000000
ORD00489,2026-04-08,Amazon,VV023,"VibeVastr Tee 23",2,899.00,306.00,18.00,65.00,1798.00,612.00,323.64000000,130.00,732.36000000
ORD00490,2026-01-09,Amazon,VV012,"VibeVastr Tee 12",2,699.00,341.00,18.00,65.00,1398.00,682.00,251.64000000,130.00,334.36000000
ORD00491,2026-05-06,Flipkart,VV029,"VibeVastr Tee 29",2,999.00,448.00,20.00,70.00,1998.00,896.00,399.60000000,140.00,562.40000000
ORD00492,2026-01-20,Amazon,VV006,"VibeVastr Tee 6",1,999.00,358.00,18.00,65.00,999.00,358.00,179.82000000,65.00,396.18000000
ORD00493,2026-06-20,Amazon,VV007,"VibeVastr Tee 7",3,699.00,363.00,18.00,65.00,2097.00,1089.00,377.46000000,195.00,435.54000000
ORD00494,2026-05-15,Flipkart,VV023,"VibeVastr Tee 23",1,899.00,306.00,20.00,70.00,899.00,306.00,179.80000000,70.00,343.20000000
ORD00495,2026-01-20,Flipkart,VV003,"VibeVastr Tee 3",1,999.00,284.00,20.00,70.00,999.00,284.00,199.80000000,70.00,445.20000000
ORD00496,2026-03-06,Flipkart,VV027,"VibeVastr Tee 27",1,699.00,366.00,20.00,70.00,699.00,366.00,139.80000000,70.00,123.20000000
ORD00497,2026-01-24,Flipkart,VV030,"VibeVastr Tee 30",2,899.00,330.00,20.00,70.00,1798.00,660.00,359.60000000,140.00,638.40000000
ORD00498,2026-02-22,Meesho,VV023,"VibeVastr Tee 23",1,899.00,306.00,15.00,55.00,899.00,306.00,134.85000000,55.00,403.15000000
ORD00499,2026-02-28,Meesho,VV013,"VibeVastr Tee 13",3,799.00,331.00,15.00,55.00,2397.00,993.00,359.55000000,165.00,879.45000000
ORD00500,2026-06-21,Meesho,VV005,"VibeVastr Tee 5",2,899.00,446.00,15.00,55.00,1798.00,892.00,269.70000000,110.00,526.30000000
ORD00501,2026-03-10,Flipkart,VV029,"VibeVastr Tee 29",1,999.00,448.00,20.00,70.00,999.00,448.00,199.80000000,70.00,281.20000000
ORD00502,2026-03-17,Amazon,VV022,"VibeVastr Tee 22",3,899.00,385.00,18.00,65.00,2697.00,1155.00,485.46000000,195.00,861.54000000
ORD00503,2026-06-20,Flipkart,VV022,"VibeVastr Tee 22",2,899.00,385.00,20.00,70.00,1798.00,770.00,359.60000000,140.00,528.40000000
ORD00504,2026-01-19,Flipkart,VV002,"VibeVastr Tee 2",3,899.00,347.00,20.00,70.00,2697.00,1041.00,539.40000000,210.00,906.60000000
ORD00505,2026-01-17,Meesho,VV005,"VibeVastr Tee 5",1,899.00,446.00,15.00,55.00,899.00,446.00,134.85000000,55.00,263.15000000
ORD00506,2026-06-02,Flipkart,VV017,"VibeVastr Tee 17",3,899.00,335.00,20.00,70.00,2697.00,1005.00,539.40000000,210.00,942.60000000
ORD00507,2026-03-14,Meesho,VV026,"VibeVastr Tee 26",2,899.00,275.00,15.00,55.00,1798.00,550.00,269.70000000,110.00,868.30000000
ORD00508,2026-05-27,Meesho,VV012,"VibeVastr Tee 12",1,699.00,341.00,15.00,55.00,699.00,341.00,104.85000000,55.00,198.15000000
ORD00509,2026-01-26,Amazon,VV021,"VibeVastr Tee 21",1,899.00,260.00,18.00,65.00,899.00,260.00,161.82000000,65.00,412.18000000
ORD00510,2026-04-09,Amazon,VV006,"VibeVastr Tee 6",3,999.00,358.00,18.00,65.00,2997.00,1074.00,539.46000000,195.00,1188.54000000
ORD00511,2026-05-25,Flipkart,VV003,"VibeVastr Tee 3",3,999.00,284.00,20.00,70.00,2997.00,852.00,599.40000000,210.00,1335.60000000
ORD00512,2026-03-23,Flipkart,VV008,"VibeVastr Tee 8",3,799.00,371.00,20.00,70.00,2397.00,1113.00,479.40000000,210.00,594.60000000
ORD00513,2026-06-15,Amazon,VV001,"VibeVastr Tee 1",3,799.00,320.00,18.00,65.00,2397.00,960.00,431.46000000,195.00,810.54000000
ORD00514,2026-05-02,Flipkart,VV029,"VibeVastr Tee 29",3,999.00,448.00,20.00,70.00,2997.00,1344.00,599.40000000,210.00,843.60000000
ORD00515,2026-05-15,Meesho,VV001,"VibeVastr Tee 1",3,799.00,320.00,15.00,55.00,2397.00,960.00,359.55000000,165.00,912.45000000
ORD00516,2026-03-25,Amazon,VV007,"VibeVastr Tee 7",1,699.00,363.00,18.00,65.00,699.00,363.00,125.82000000,65.00,145.18000000
ORD00517,2026-06-04,Flipkart,VV014,"VibeVastr Tee 14",3,799.00,392.00,20.00,70.00,2397.00,1176.00,479.40000000,210.00,531.60000000
ORD00518,2026-04-09,Meesho,VV029,"VibeVastr Tee 29",3,999.00,448.00,15.00,55.00,2997.00,1344.00,449.55000000,165.00,1038.45000000
ORD00519,2026-04-09,Amazon,VV015,"VibeVastr Tee 15",1,899.00,373.00,18.00,65.00,899.00,373.00,161.82000000,65.00,299.18000000
ORD00520,2026-05-27,Amazon,VV016,"VibeVastr Tee 16",1,799.00,287.00,18.00,65.00,799.00,287.00,143.82000000,65.00,303.18000000
ORD00521,2026-06-12,Amazon,VV022,"VibeVastr Tee 22",3,899.00,385.00,18.00,65.00,2697.00,1155.00,485.46000000,195.00,861.54000000
ORD00522,2026-05-15,Meesho,VV024,"VibeVastr Tee 24",3,899.00,252.00,15.00,55.00,2697.00,756.00,404.55000000,165.00,1371.45000000
ORD00523,2026-04-17,Meesho,VV019,"VibeVastr Tee 19",2,799.00,340.00,15.00,55.00,1598.00,680.00,239.70000000,110.00,568.30000000
ORD00524,2026-05-16,Flipkart,VV025,"VibeVastr Tee 25",1,899.00,331.00,20.00,70.00,899.00,331.00,179.80000000,70.00,318.20000000
ORD00525,2026-03-28,Meesho,VV007,"VibeVastr Tee 7",3,699.00,363.00,15.00,55.00,2097.00,1089.00,314.55000000,165.00,528.45000000
ORD00526,2026-06-26,Meesho,VV029,"VibeVastr Tee 29",2,999.00,448.00,15.00,55.00,1998.00,896.00,299.70000000,110.00,692.30000000
ORD00527,2026-01-02,Amazon,VV006,"VibeVastr Tee 6",2,999.00,358.00,18.00,65.00,1998.00,716.00,359.64000000,130.00,792.36000000
ORD00528,2026-03-16,Flipkart,VV017,"VibeVastr Tee 17",1,899.00,335.00,20.00,70.00,899.00,335.00,179.80000000,70.00,314.20000000
ORD00529,2026-05-23,Flipkart,VV019,"VibeVastr Tee 19",3,799.00,340.00,20.00,70.00,2397.00,1020.00,479.40000000,210.00,687.60000000
ORD00530,2026-05-17,Meesho,VV025,"VibeVastr Tee 25",3,899.00,331.00,15.00,55.00,2697.00,993.00,404.55000000,165.00,1134.45000000
